CustomerID,PAGE_NAME,TIMESTAMP,AgeCategory_x,Gender_x,ComplaintTopicID
2031383,inschrijven,2015-07-15 13:40:10.463,18-29,V,20.0
2031991,inschrijven,2016-02-08 22:22:39.343,30-39,M,13.0
721227,bijstandsuitkering,2015-12-26 16:54:42.797,50-65,M,9.0
2216589,inschrijven,2015-12-19 15:17:14.647,50-65,M,32.0
401502,bijstandsuitkering,2015-11-14 20:15:45.130,50-65,V,32.0
2093609,inschrijven,2015-12-03 15:39:17.243,40-49,V,50.0
1504641,inschrijven,2016-01-28 12:41:38.300,30-39,V,40.0
762751,50plus,2015-09-16 00:03:49.587,50-65,M,52.0
1038734,50plus,2015-10-14 17:58:48.547,50-65,M,65.0
2223780,gegevens,2016-02-14 04:49:39.107,50-65,M,32.0
2080733,inschrijven,2015-09-10 17:27:55.100,30-39,V,32.0
679070,bijstandsuitkering,2015-10-06 11:21:54.733,50-65,V,9.0
2026127,inschrijven,2015-11-28 22:35:10.937,50-65,V,41.0
1614869,inschrijven,2016-01-15 14:28:32.383,40-49,V,7.0
2204275,inschrijven,2016-01-24 09:46:42.207,50-65,M,58.0
2208667,inschrijven,2016-01-24 15:53:16.200,30-39,M,63.0
2142932,inschrijven,2015-11-06 10:04:52.977,18-29,M,20.0
509190,inschrijven,2015-12-11 14:15:33.860,50-65,M,19.0
1719763,inschrijven,2015-08-06 09:19:46.263,18-29,M,33.0
2109807,inschrijven,2016-02-05 15:35:03.527,40-49,V,44.0
1899646,inschrijven,2015-12-29 21:07:01.807,30-39,M,32.0
2233740,inschrijven,2016-01-07 11:32:11.747,50-65,M,13.0
2141557,inschrijven,2015-10-30 12:50:43.857,50-65,V,7.0
2089729,inschrijven,2015-10-27 12:24:31.540,18-29,V,26.0
2071885,inschrijven,2016-01-29 15:43:57.327,30-39,V,27.0
2215616,inschrijven,2016-01-20 10:20:27.447,50-65,V,32.0
2108483,inschrijven,2016-01-21 12:14:18.073,50-65,V,47.0
2107207,inschrijven,2015-10-29 14:14:14.087,50-65,M,50.0
2203599,inschrijven,2015-11-04 13:53:04.850,30-39,M,33.0
2057284,inschrijven,2015-07-29 12:19:10.193,18-29,V,41.0
1836247,inschrijven,2015-12-07 23:33:14.790,50-65,M,67.0
2098998,inschrijven,2015-10-06 21:44:07.953,30-39,V,20.0
2084364,inschrijven,2015-08-24 20:16:05.810,30-39,V,61.0
2044635,inschrijven,2015-07-12 17:03:14.957,30-39,V,54.0
2017926,inschrijven,2015-07-04 10:41:40.083,50-65,M,40.0
2217282,inschrijven,2016-01-31 20:55:05.600,30-39,V,33.0
2177003,inschrijven,2015-12-09 10:25:59.437,50-65,M,63.0
2039415,inschrijven,2015-08-06 11:04:55.233,50-65,V,20.0
1755324,inschrijven,2015-07-28 11:36:04.263,30-39,M,46.0
2078287,inschrijven,2015-09-24 11:27:50.923,30-39,V,7.0
742387,inschrijven,2015-09-08 09:23:02.727,18-29,V,9.0
1379505,inschrijven,2016-01-08 14:43:28.950,50-65,V,63.0
2021699,inschrijven,2015-07-20 09:40:25.323,50-65,M,7.0
1184039,inschrijven,2015-09-02 09:49:46.730,50-65,V,20.0
941806,inschrijven,2015-09-17 15:19:52.683,50-65,V,13.0
2174050,inschrijven,2015-12-10 12:34:05.847,18-29,M,50.0
2079481,inschrijven,2015-12-09 09:23:20.660,30-39,M,31.0
1042720,inschrijven,2015-11-23 12:02:16.320,50-65,V,33.0
1014090,inschrijven,2015-07-19 20:06:02.127,40-49,V,33.0
2071112,inschrijven,2015-09-03 20:26:43.260,50-65,V,27.0
1574402,inschrijven,2015-08-11 12:50:17.977,40-49,V,50.0
2177886,inschrijven,2015-12-15 15:44:16.610,30-39,M,7.0
1705009,inschrijven,2015-10-01 22:43:24.957,30-39,M,13.0
2043511,inschrijven,2015-08-31 22:17:03.197,18-29,M,57.0
1521112,inschrijven,2015-12-15 14:53:09.757,50-65,M,20.0
2033724,inschrijven,2015-08-01 10:04:45.640,30-39,M,24.0
2210022,inschrijven,2016-01-04 14:00:00.877,30-39,V,33.0
811319,inschrijven,2016-01-20 14:16:51.260,30-39,V,31.0
41975,inschrijven,2015-11-09 15:57:54.617,50-65,V,9.0
2033839,inschrijven,2015-11-29 13:13:26.407,50-65,M,29.0
2199172,inschrijven,2016-01-01 18:53:06.383,50-65,M,9.0
1155224,inschrijven,2015-12-18 13:32:20.280,30-39,V,33.0
2185434,inschrijven,2015-12-07 20:27:04.767,50-65,V,41.0
2075272,inschrijven,2015-09-03 21:19:29.430,30-39,V,19.0
2061705,inschrijven,2015-08-12 12:22:11.517,30-39,M,31.0
2052860,inschrijven,2015-08-05 08:50:57.470,50-65,M,32.0
2091119,inschrijven,2016-01-04 14:46:32.023,18-29,V,28.0
2218815,inschrijven,2016-01-04 13:32:35.360,50-65,V,31.0
1376531,inschrijven,2016-01-30 11:45:03.113,50-65,M,7.0
2208836,inschrijven,2016-01-04 23:54:14.187,40-49,M,20.0
2176589,inschrijven,2016-01-05 15:06:20.713,30-39,V,30.0
2022250,inschrijven,2015-07-01 15:03:23.707,30-39,V,67.0
2206278,inschrijven,2016-01-06 13:22:48.783,50-65,M,31.0
2037129,inschrijven,2015-07-17 14:41:51.083,50-65,V,41.0
743864,inschrijven,2015-08-11 09:38:11.893,50-65,M,40.0
2014620,inschrijven,2015-09-10 08:10:35.877,50-65,M,9.0
2055066,inschrijven,2015-08-19 18:18:00.063,40-49,V,2.0
2098175,inschrijven,2015-10-19 19:48:46.020,30-39,V,32.0
2237754,inschrijven,2016-02-04 11:13:13.667,40-49,V,28.0
2105307,inschrijven,2015-11-24 19:48:21.453,40-49,V,20.0
2066133,inschrijven,2015-07-16 00:06:24.327,50-65,M,32.0
1468096,inschrijven,2015-12-20 22:53:11.363,50-65,V,28.0
1280026,inschrijven,2015-08-27 14:07:21.090,30-39,M,60.0
129167,inschrijven,2015-10-11 09:46:11.333,50-65,V,67.0
2227006,inschrijven,2016-02-02 22:38:03.703,50-65,M,54.0
2082601,inschrijven,2015-09-18 19:51:01.947,40-49,M,13.0
1609030,inschrijven,2016-01-26 11:02:21.107,30-39,M,65.0
477682,inschrijven,2016-01-25 21:15:55.107,30-39,V,9.0
2015516,inschrijven,2015-09-25 13:25:26.257,30-39,M,41.0
1151434,inschrijven,2015-07-29 09:01:30.197,40-49,V,20.0
2037727,inschrijven,2015-08-10 18:37:16.023,18-29,V,67.0
1970199,inschrijven,2015-12-08 12:25:04.007,50-65,M,33.0
101005,inschrijven,2015-12-18 20:40:11.353,30-39,M,48.0
1240255,inschrijven,2015-07-26 19:21:24.110,30-39,V,32.0
2233584,inschrijven,2016-02-04 11:54:20.623,30-39,M,62.0
2132668,inschrijven,2015-11-10 11:25:35.197,50-65,V,41.0
2065712,inschrijven,2015-08-20 17:29:13.003,50-65,M,57.0
563022,inschrijven,2016-02-15 18:57:32.947,50-65,V,7.0
526347,inschrijven,2015-10-28 21:17:17.180,30-39,M,57.0
2093635,inschrijven,2015-09-28 15:40:32.063,30-39,V,58.0
1654847,inschrijven,2015-08-31 18:43:39.343,18-29,M,9.0
2054670,inschrijven,2015-08-10 11:30:46.783,50-65,V,13.0
2069442,inschrijven,2015-09-03 11:41:15.370,50-65,M,31.0
796462,inschrijven,2015-10-30 17:48:37.927,50-65,M,31.0
2081572,inschrijven,2015-09-01 23:45:17.987,50-65,V,46.0
1726251,inschrijven,2016-02-10 14:09:05.767,18-29,V,9.0
2093882,inschrijven,2015-09-02 21:39:12.823,30-39,V,42.0
2099773,inschrijven,2015-10-14 14:19:28.013,30-39,V,19.0
1671812,inschrijven,2015-11-25 12:43:55.410,18-29,M,33.0
2080213,inschrijven,2015-09-07 11:14:33.980,50-65,M,4.0
2078389,inschrijven,2015-10-01 17:13:00.477,50-65,M,33.0
2053012,inschrijven,2015-08-24 14:39:37.313,50-65,M,9.0
2082868,inschrijven,2015-12-06 22:47:46.830,40-49,V,62.0
2071316,inschrijven,2015-09-08 14:09:07.713,18-29,M,13.0
1424631,inschrijven,2016-01-25 14:18:30.857,40-49,M,40.0
719960,inschrijven,2015-12-16 09:59:01.627,50-65,M,56.0
1926844,inschrijven,2015-12-01 17:49:43.673,50-65,M,9.0
2093136,inschrijven,2015-11-06 13:19:01.867,30-39,V,9.0
2143488,inschrijven,2015-11-09 19:19:59.927,30-39,V,33.0
2062097,inschrijven,2015-08-03 10:50:52.973,50-65,M,9.0
2075658,inschrijven,2015-09-04 11:56:15.860,50-65,V,33.0
2060374,inschrijven,2015-08-24 20:06:31.093,18-29,M,32.0
929908,inschrijven,2015-11-03 10:09:22.867,40-49,V,58.0
2027247,inschrijven,2015-07-13 22:25:06.697,40-49,V,67.0
2036866,inschrijven,2015-07-01 16:05:06.597,50-65,M,9.0
655216,inschrijven,2015-12-21 12:02:14.677,40-49,M,24.0
2195993,inschrijven,2015-12-18 16:32:04.170,40-49,M,31.0
1787907,inschrijven,2015-08-25 10:54:32.283,50-65,V,62.0
2023270,inschrijven,2015-08-26 12:01:24.823,50-65,M,54.0
2027082,inschrijven,2015-07-13 14:18:57.940,50-65,V,20.0
2048092,inschrijven,2015-07-31 09:54:43.883,40-49,M,31.0
1106539,inschrijven,2016-01-04 16:10:03.327,30-39,V,67.0
2130337,inschrijven,2015-11-20 13:02:50.157,40-49,M,24.0
1873301,inschrijven,2015-07-29 21:29:07.637,30-39,M,31.0
823081,melding_sha2,2015-09-16 10:13:10.807,18-29,M,16.0
1982267,inschrijven,2015-09-30 13:08:44.643,30-39,V,33.0
2091752,mijn_cv,2015-10-21 11:56:41.883,30-39,M,40.0
2067723,mijn_cv,2015-08-04 06:06:42.620,40-49,V,31.0
2218629,inschrijven,2016-01-11 10:12:08.550,50-65,M,31.0
132926,malta,2015-12-18 00:12:46.007,18-29,V,52.0
619140,mijn_cv,2015-10-05 11:19:49.930,30-39,V,31.0
2109250,mijn_cv,2015-11-03 07:53:02.027,30-39,M,58.0
1205494,inschrijven,2015-07-14 11:51:09.157,18-29,M,32.0
2178234,mijn_cv,2016-01-27 11:21:45.627,50-65,V,9.0
2091851,inschrijven,2015-10-27 19:41:34.680,50-65,M,9.0
1925933,mijn_cv,2016-01-05 14:09:48.347,30-39,V,61.0
2128314,mijn_cv,2015-11-27 16:14:12.373,30-39,M,61.0
418324,melding_sha2,2015-08-10 10:26:21.653,30-39,V,20.0
22325,mijn_cv,2016-01-12 10:58:02.983,30-39,M,20.0
2142174,mijn_cv,2015-11-01 11:02:43.240,40-49,M,27.0
2218693,mijn_cv,2016-01-12 19:43:49.080,30-39,M,20.0
1198689,mijn_cv,2015-09-01 07:53:28.930,18-29,M,31.0
1868004,mijn_cv,2016-02-05 02:51:23.170,50-65,M,48.0
2196627,mijn_cv,2016-01-07 16:28:55.047,40-49,M,9.0
1329709,inschrijven,2015-11-04 21:45:06.927,50-65,V,42.0
2144973,inschrijven,2015-11-12 20:07:30.790,18-29,M,24.0
2077854,inschrijven,2015-08-27 12:02:31.787,50-65,V,58.0
2103394,inschrijven,2015-10-01 10:54:18.033,40-49,M,9.0
2102993,inschrijven,2015-09-11 17:35:26.533,30-39,M,67.0
2196006,inschrijven,2015-09-26 14:48:12.157,30-39,M,60.0
1740320,inschrijven,2015-07-27 12:38:05.223,50-65,V,20.0
2110313,inschrijven,2015-10-10 21:42:26.567,18-29,V,7.0
2100923,mijn_cv,2015-10-29 09:51:33.227,18-29,V,50.0
1717215,mijn_cv,2015-09-09 19:34:26.757,30-39,V,33.0
661434,mijn_cv,2015-11-08 16:28:27.757,50-65,V,7.0
2091904,mijn_cv,2015-10-22 12:03:54.133,50-65,M,50.0
2057284,mijn_cv,2015-07-29 10:40:11.217,40-49,M,16.0
1094268,mijn_cv,2015-11-10 11:33:16.620,50-65,M,61.0
21608,mijn_cv,2015-11-30 14:46:21.397,30-39,V,63.0
2188442,mijn_cv,2015-12-21 13:54:43.447,30-39,M,32.0
2196584,mijn_cv,2015-12-13 01:04:28.843,40-49,V,7.0
2186249,mijn_cv,2015-12-22 10:29:11.177,50-65,M,33.0
474359,mijn_cv,2016-01-26 13:37:41.920,40-49,M,9.0
1853124,mijn_cv,2015-11-12 22:32:15.760,50-65,V,13.0
2196128,mijn_cv,2015-12-30 18:26:58.117,50-65,M,33.0
2179101,mijn_cv,2016-01-19 12:36:55.330,50-65,V,30.0
2187075,mijn_cv,2016-01-10 12:04:36.567,50-65,M,59.0
2096160,mijn_cv,2016-02-03 16:20:38.227,40-49,M,28.0
2141860,mijn_cv,2015-10-29 14:22:03.787,50-65,V,62.0
2143337,mijn_cv,2015-11-25 05:36:20.147,30-39,M,7.0
2219103,mijn_cv,2016-02-09 14:49:09.003,50-65,M,56.0
2015558,wijziging_doorgeven,2015-09-22 10:31:23.933,50-65,V,12.0
2022697,wijziging_doorgeven,2016-01-06 09:39:14.150,50-65,V,32.0
2042904,wijziging_doorgeven,2015-07-28 14:04:11.377,50-65,M,41.0
923929,wijziging_doorgeven,2015-11-10 13:47:12.527,40-49,V,54.0
90340,wijziging_doorgeven,2016-01-04 17:30:49.463,50-65,V,16.0
2017740,wijziging_doorgeven,2015-07-23 18:37:34.813,18-29,V,31.0
572551,wijziging_doorgeven,2015-12-17 18:26:43.020,30-39,V,57.0
2102064,wijziging_doorgeven,2015-10-13 13:01:24.857,50-65,M,57.0
2019285,wijziging_doorgeven,2015-07-07 20:00:53.567,18-29,M,63.0
2037900,wijziging_doorgeven,2015-08-12 18:57:12.573,30-39,V,24.0
1025154,wijziging_doorgeven,2016-01-18 09:53:30.547,30-39,V,40.0
1755295,wijziging_doorgeven,2015-10-27 11:25:18.300,50-65,M,47.0
2026692,wijziging_doorgeven,2015-07-14 11:20:53.603,50-65,V,31.0
2029744,wijziging_doorgeven,2015-07-28 11:27:19.757,50-65,M,32.0
2095518,wijziging_doorgeven,2015-11-11 21:35:31.323,50-65,M,33.0
2046225,wijziging_doorgeven,2015-10-13 13:50:51.690,30-39,M,47.0
2066221,wijziging_doorgeven,2015-09-03 23:48:47.173,50-65,M,20.0
1676132,wijziging_doorgeven,2015-07-28 15:14:47.530,18-29,M,33.0
2079086,wijziging_doorgeven,2015-10-04 10:37:09.390,40-49,M,2.0
2076414,wijziging_doorgeven,2015-09-14 13:25:05.033,40-49,M,41.0
1382248,wijziging_doorgeven,2016-01-07 07:27:52.210,30-39,V,58.0
1569645,wijziging_doorgeven,2015-12-16 23:42:22.077,30-39,M,20.0
2144834,wijziging_doorgeven,2016-01-18 12:10:37.867,30-39,M,13.0
737382,wijziging_doorgeven,2015-10-14 14:46:37.483,50-65,V,67.0
2056052,wijziging_doorgeven,2015-09-14 11:55:28.817,50-65,M,52.0
733479,wijziging_doorgeven,2015-08-17 21:59:51.440,40-49,M,31.0
839998,wijziging_doorgeven,2016-01-09 15:42:34.387,40-49,M,4.0
2003465,wijziging_doorgeven,2015-08-03 16:02:36.773,30-39,M,31.0
2013485,wijziging_doorgeven,2015-10-20 20:22:18.117,30-39,V,13.0
1976087,wijziging_doorgeven,2015-07-14 21:12:42.160,40-49,M,33.0
2178690,wijziging_doorgeven,2016-01-10 20:35:48.707,50-65,V,33.0
1519671,wijziging_doorgeven,2015-08-21 14:52:23.397,40-49,V,33.0
2197694,wijziging_doorgeven,2015-12-03 14:59:05.633,40-49,M,62.0
2005299,wijziging_doorgeven,2016-01-21 14:05:19.850,50-65,M,13.0
393919,wijziging_doorgeven,2015-09-28 11:02:02.873,40-49,V,32.0
2082131,wijziging_doorgeven,2015-12-04 10:06:12.460,50-65,M,32.0
552908,wijziging_doorgeven,2015-08-26 08:48:33.357,50-65,V,9.0
1349757,wijziging_doorgeven,2015-10-27 11:58:17.690,40-49,V,8.0
2006634,wijziging_doorgeven,2015-07-17 21:47:54.063,50-65,M,33.0
1244572,wijziging_doorgeven,2015-07-13 13:48:06.867,30-39,V,58.0
2028661,wijziging_doorgeven,2015-12-09 16:38:55.037,40-49,M,32.0
2098728,wijziging_doorgeven,2015-10-25 13:41:40.470,50-65,V,63.0
1682449,wijziging_doorgeven,2016-01-08 14:52:40.243,50-65,V,13.0
1690607,wijziging_doorgeven,2015-11-02 20:17:08.397,50-65,M,27.0
2044488,wijziging_doorgeven,2015-10-23 10:44:31.507,50-65,M,29.0
1176171,wijziging_doorgeven,2015-11-24 13:21:31.680,18-29,V,63.0
2091145,wijziging_doorgeven,2015-12-12 17:30:53.210,40-49,V,13.0
1709390,wijziging_doorgeven,2015-11-05 13:00:17.050,30-39,V,9.0
2018021,wijziging_doorgeven,2015-08-06 08:42:18.783,50-65,M,26.0
2042550,wijziging_doorgeven,2015-07-12 20:59:01.277,30-39,V,9.0
2133303,wijziging_doorgeven,2015-12-07 10:52:13.163,18-29,V,33.0
1596227,wijziging_doorgeven,2015-12-19 21:31:25.323,30-39,V,9.0
2045561,wijziging_doorgeven,2015-07-05 15:22:47.313,50-65,M,4.0
504853,wijziging_doorgeven,2016-02-22 15:38:33.393,18-29,M,24.0
2075380,wijziging_doorgeven,2015-10-27 12:58:24.913,40-49,M,40.0
89424,wijziging_doorgeven,2016-02-11 21:11:47.637,50-65,M,57.0
1746653,wijziging_doorgeven,2015-07-26 10:58:47.207,40-49,M,58.0
1755070,wijziging_doorgeven,2015-12-28 19:07:35.387,50-65,V,32.0
2073027,wijziging_doorgeven,2016-02-08 14:52:35.583,50-65,M,9.0
1498787,wijziging_doorgeven,2015-09-04 19:21:42.087,30-39,V,33.0
1292474,wijziging_doorgeven,2015-11-30 18:09:38.367,40-49,M,41.0
1242297,wijziging_doorgeven,2015-08-08 12:44:46.727,18-29,V,62.0
2210707,wijziging_doorgeven,2016-02-09 19:03:55.700,50-65,M,7.0
2173251,wijziging_doorgeven,2016-01-19 20:17:07.740,50-65,M,33.0
12876,wijziging_doorgeven,2015-07-22 11:14:58.303,50-65,M,28.0
2032250,wijziging_doorgeven,2015-08-31 14:22:12.797,40-49,V,7.0
2016756,wijziging_doorgeven,2015-07-27 13:15:02.250,50-65,V,50.0
2109192,wijziging_doorgeven,2016-01-04 08:50:57.900,30-39,M,9.0
2034446,wijziging_doorgeven,2015-10-31 11:57:59.720,40-49,V,31.0
1386292,wijziging_doorgeven,2016-02-04 13:23:55.113,30-39,M,16.0
2056598,wijziging_doorgeven,2015-08-03 00:30:13.833,40-49,V,42.0
2198561,wijziging_doorgeven,2016-02-08 10:52:09.777,50-65,M,41.0
2099691,wijziging_doorgeven,2015-11-18 09:25:56.687,50-65,V,9.0
126116,wijziging_doorgeven,2015-08-18 16:31:50.347,30-39,M,13.0
1747803,wijziging_doorgeven,2016-01-15 15:31:48.457,30-39,M,58.0
2008011,wijziging_doorgeven,2015-11-25 13:27:44.297,50-65,M,13.0
664713,wijziging_doorgeven,2015-09-07 09:19:59.117,50-65,M,63.0
2057667,wijziging_doorgeven,2015-12-07 21:33:05.470,50-65,M,2.0
2096543,wijziging_doorgeven,2016-01-07 11:02:25.497,18-29,M,33.0
2056515,wijziging_doorgeven,2015-10-28 11:12:32.057,40-49,V,41.0
2094272,wijziging_doorgeven,2015-11-10 12:25:45.923,50-65,M,20.0
2025877,wijziging_doorgeven,2015-11-30 20:18:49.067,30-39,M,32.0
2039232,wijziging_doorgeven,2015-09-04 10:38:58.943,50-65,V,46.0
1491221,wijziging_doorgeven,2015-07-31 17:27:35.457,50-65,M,42.0
1738660,wijziging_doorgeven,2015-10-13 20:04:55.533,18-29,M,20.0
2034968,wijziging_doorgeven,2015-12-21 14:18:59.387,50-65,V,58.0
2067504,wijziging_doorgeven,2015-11-30 12:56:00.103,50-65,M,20.0
2109872,wijziging_doorgeven,2015-10-21 11:16:02.487,40-49,V,33.0
1299738,wijziging_doorgeven,2015-11-09 09:43:27.157,40-49,V,9.0
2041205,wijziging_doorgeven,2015-09-21 09:55:19.727,50-65,V,9.0
2097441,wijziging_doorgeven,2015-10-07 19:25:44.257,40-49,M,33.0
1970965,wijziging_doorgeven,2015-08-24 15:29:37.393,18-29,M,31.0
528400,wijziging_doorgeven,2016-01-13 20:08:39.310,18-29,M,33.0
1473516,wijziging_doorgeven,2015-07-28 20:24:59.607,50-65,V,32.0
2015923,wijziging_doorgeven,2015-09-28 21:23:36.037,50-65,V,58.0
2054459,wijziging_doorgeven,2015-09-16 18:16:44.317,30-39,V,41.0
2182277,wijziging_doorgeven,2016-02-18 11:14:47.833,40-49,V,20.0
1905034,wijziging_doorgeven,2015-11-02 19:10:36.537,50-65,V,9.0
2028997,wijziging_doorgeven,2016-02-02 21:17:40.670,30-39,V,61.0
2031494,wijziging_doorgeven,2015-09-14 22:28:44.833,50-65,M,41.0
1897425,wijziging_doorgeven,2015-12-09 14:36:16.593,50-65,M,7.0
1545677,wijziging_doorgeven,2015-07-28 11:49:03.233,50-65,M,32.0
2016126,wijziging_doorgeven,2016-01-08 17:03:57.507,50-65,V,4.0
563712,wijziging_doorgeven,2015-09-14 09:58:50.317,50-65,V,20.0
807587,wijziging_doorgeven,2015-09-30 17:16:45.490,50-65,M,33.0
2004494,wijziging_doorgeven,2016-02-05 15:53:16.450,40-49,V,7.0
1517590,wijziging_doorgeven,2016-02-04 15:45:24.003,30-39,V,50.0
2088972,wijziging_doorgeven,2016-02-15 17:52:08.127,40-49,M,57.0
1325591,wijziging_doorgeven,2016-01-04 11:27:33.477,50-65,M,42.0
2128905,wijziging_doorgeven,2016-01-28 13:53:22.647,50-65,V,9.0
2174323,wijziging_doorgeven,2016-02-17 13:01:48.930,50-65,V,56.0
2062565,wijziging_doorgeven,2015-11-13 10:57:41.320,50-65,V,33.0
204297,wijziging_doorgeven,2016-02-08 21:44:59.550,30-39,M,48.0
2108688,wijziging_doorgeven,2015-09-02 09:20:06.173,40-49,M,7.0
2198243,wijziging_doorgeven,2016-02-28 11:14:27.693,40-49,M,9.0
729601,wijziging_doorgeven,2015-08-01 10:35:23.980,18-29,M,52.0
2006814,wijziging_doorgeven,2015-07-18 07:47:17.700,50-65,V,19.0
232926,wijziging_doorgeven,2015-08-20 22:59:35.250,50-65,V,26.0
880362,wijziging_doorgeven,2015-09-28 09:32:38.827,30-39,M,59.0
759248,wijziging_doorgeven,2015-08-25 13:54:38.927,50-65,V,57.0
792428,wijziging_doorgeven,2015-12-04 23:39:43.277,50-65,M,13.0
1244926,wijziging_doorgeven,2016-02-02 15:50:06.067,40-49,V,58.0
1967726,wijziging_doorgeven,2015-11-18 00:50:17.517,50-65,M,20.0
2201584,wijziging_doorgeven,2016-02-22 11:50:06.823,40-49,M,28.0
2093053,wijziging_doorgeven,2016-02-23 10:31:12.510,50-65,V,9.0
2212799,wijziging_doorgeven,2016-02-25 14:07:37.543,30-39,V,33.0
2138686,wijziging_doorgeven,2016-01-25 10:43:51.287,18-29,V,13.0
2053586,wijziging_doorgeven,2015-11-09 13:26:59.097,30-39,V,40.0
1311616,wijziging_doorgeven,2015-08-06 00:04:35.613,40-49,V,20.0
401878,wijziging_doorgeven,2015-10-26 17:35:40.047,50-65,V,5.0
2033716,wijziging_doorgeven,2015-07-26 16:26:20.727,18-29,M,30.0
2038342,wijziging_doorgeven,2015-08-12 12:10:25.837,30-39,M,33.0
2016959,wijziging_doorgeven,2015-07-14 15:05:37.500,30-39,V,52.0
1551552,wijziging_doorgeven,2015-08-24 12:56:56.823,50-65,M,7.0
1663451,wijziging_doorgeven,2015-12-30 11:04:15.617,40-49,M,56.0
2035588,wijziging_doorgeven,2015-07-15 12:27:19.863,30-39,V,32.0
2064959,wijziging_doorgeven,2015-12-14 12:51:09.593,30-39,V,50.0
2091909,wijziging_doorgeven,2016-01-27 13:14:28.637,30-39,V,13.0
87232,wijziging_doorgeven,2016-01-28 17:06:05.190,30-39,M,5.0
1672429,wijziging_doorgeven,2015-09-28 19:51:02.407,50-65,M,63.0
987142,wijziging_doorgeven,2016-01-20 12:40:18.663,40-49,M,46.0
1468105,wijziging_doorgeven,2016-01-06 20:52:14.563,50-65,M,32.0
1078679,wijziging_doorgeven,2015-09-27 21:13:01.980,50-65,M,30.0
2080885,wijziging_doorgeven,2015-11-24 08:38:36.147,40-49,V,20.0
408522,wijziging_doorgeven,2015-11-05 22:07:38.267,40-49,M,56.0
2034943,wijziging_doorgeven,2015-09-01 19:20:41.467,50-65,M,13.0
2057493,wijziging_doorgeven,2015-10-31 20:13:21.883,50-65,V,7.0
886613,wijziging_doorgeven,2016-02-23 20:26:28.237,50-65,M,9.0
2086245,wijziging_doorgeven,2015-11-26 19:02:25.627,40-49,V,13.0
1425143,wijziging_doorgeven,2015-12-11 11:39:48.837,40-49,M,33.0
2088579,wijziging_doorgeven,2015-10-26 09:23:02.127,30-39,M,42.0
2093136,wijziging_doorgeven,2015-11-19 12:58:32.473,50-65,V,4.0
126639,wijziging_doorgeven,2015-12-30 13:31:17.213,30-39,M,60.0
1858568,wijziging_doorgeven,2016-02-05 17:48:06.097,18-29,V,32.0
2177373,wijziging_doorgeven,2016-01-26 16:51:37.370,40-49,M,31.0
2084364,wijziging_doorgeven,2015-12-05 23:28:59.357,30-39,M,60.0
1479709,wijziging_doorgeven,2015-11-11 11:10:46.930,50-65,V,7.0
503400,wijziging_doorgeven,2015-11-29 11:18:27.067,30-39,M,9.0
2010069,wijziging_doorgeven,2016-01-04 15:46:53.303,30-39,M,32.0
969199,wijziging_doorgeven,2016-01-27 19:45:26.227,50-65,M,9.0
840198,wijziging_doorgeven,2016-02-23 19:31:00.010,30-39,V,9.0
2088628,wijziging_doorgeven,2015-12-25 12:53:30.033,50-65,M,7.0
1621512,wijziging_doorgeven,2015-11-07 16:42:49.183,50-65,M,63.0
2097964,wijziging_doorgeven,2016-02-19 22:52:04.217,40-49,M,50.0
2016068,wijziging_doorgeven,2015-09-21 11:36:53.707,50-65,V,67.0
